hop,mode,rep,i,warmup,ms,bytes_out,bytes_in
H4-redis,hybrid,2,43,0,0.33,1543,2027
H4-redis,hybrid,2,44,0,0.379,1543,2029
H4-redis,hybrid,2,45,0,0.32,1543,2028
H4-redis,hybrid,2,46,0,0.351,1543,2028
H4-redis,hybrid,2,47,0,0.354,1543,2029
H4-redis,hybrid,2,48,0,0.364,1543,2029
H4-redis,hybrid,2,49,0,0.33,1543,2029
H4-redis,hybrid,2,50,0,0.366,1543,2029
H4-redis,hybrid,2,51,0,0.343,1543,2028
H4-redis,hybrid,2,52,0,0.327,1543,2027
H4-redis,hybrid,2,53,0,0.369,1543,2028
H4-redis,hybrid,2,54,0,0.324,1543,2027
H4-redis,hybrid,2,55,0,0.338,1543,2028
H4-redis,hybrid,2,56,0,0.321,1543,2028
H4-redis,hybrid,2,57,0,0.349,1543,2028
H4-redis,hybrid,2,58,0,0.335,1543,2028
H4-redis,hybrid,2,59,0,0.358,1543,2028
H4-redis,hybrid,2,60,0,0.322,1543,2027
H4-redis,hybrid,2,61,0,0.353,1543,2028
H4-redis,hybrid,2,62,0,0.331,1543,2028
H4-redis,hybrid,2,63,0,0.334,1543,2028
H4-redis,hybrid,2,64,0,0.346,1543,2027
H4-redis,hybrid,2,65,0,0.324,1543,2029
H4-redis,hybrid,2,66,0,0.35,1543,2028
H4-redis,hybrid,2,67,0,0.328,1543,2029
H4-redis,hybrid,2,68,0,0.357,1543,2028
H4-redis,hybrid,2,69,0,0.336,1543,2028
H4-redis,hybrid,2,70,0,0.331,1543,2027
H4-redis,hybrid,2,71,0,0.334,1543,2028
H4-redis,hybrid,2,72,0,0.342,1543,2029
H4-redis,hybrid,2,73,0,0.342,1543,2028
H4-redis,hybrid,2,74,0,0.381,1543,2029
H4-redis,hybrid,2,75,0,0.324,1543,2028
H4-redis,hybrid,2,76,0,0.327,1543,2029
H4-redis,hybrid,2,77,0,0.329,1543,2028
H4-redis,hybrid,2,78,0,0.325,1543,2027
H4-redis,hybrid,2,79,0,0.356,1543,2027
H4-redis,hybrid,2,80,0,0.321,1543,2027
H4-redis,hybrid,2,81,0,0.322,1543,2028
H4-redis,hybrid,2,82,0,0.327,1543,2029
H4-redis,hybrid,2,83,0,0.374,1543,2027
H4-redis,hybrid,2,84,0,0.333,1543,2029
H4-redis,hybrid,2,85,0,0.359,1543,2029
H4-redis,hybrid,2,86,0,0.328,1543,2029
H4-redis,hybrid,2,87,0,0.355,1543,2027
H4-redis,hybrid,2,88,0,0.338,1543,2029
H4-redis,hybrid,2,89,0,0.318,1543,2029
H4-redis,hybrid,2,90,0,0.345,1543,2029
H4-redis,hybrid,2,91,0,0.34,1543,2027
H4-redis,hybrid,2,92,0,0.356,1543,2028
H4-redis,hybrid,2,93,0,0.343,1543,2029
H4-redis,hybrid,2,94,0,0.342,1543,2027
H4-redis,hybrid,2,95,0,0.338,1543,2028
H4-redis,hybrid,2,96,0,0.363,1543,2029
H4-redis,hybrid,2,97,0,0.354,1543,2029
H4-redis,hybrid,2,98,0,0.348,1543,2027
H4-redis,hybrid,2,99,0,0.365,1543,2028
H4-redis,hybrid,2,100,0,0.344,1543,2027
H4-redis,hybrid,2,101,0,0.319,1543,2027
H4-redis,hybrid,2,102,0,0.374,1543,2029
H4-redis,hybrid,2,103,0,0.344,1543,2029
H4-redis,hybrid,2,104,0,0.344,1543,2029
H4-redis,hybrid,2,105,0,0.345,1543,2029
H4-redis,hybrid,2,106,0,0.343,1543,2027
H4-redis,hybrid,2,107,0,0.332,1543,2028
H4-redis,hybrid,2,108,0,0.34,1543,2028
H4-redis,hybrid,2,109,0,0.337,1543,2027
H1-edge,hybrid,3,0,1,0.577,1550,2032
H1-edge,hybrid,3,1,1,0.427,1550,2031
H1-edge,hybrid,3,2,1,0.351,1550,2032
H1-edge,hybrid,3,3,1,0.346,1550,2031
H1-edge,hybrid,3,4,1,0.349,1550,2031
H1-edge,hybrid,3,5,1,0.357,1550,2032
H1-edge,hybrid,3,6,1,0.328,1550,2033
H1-edge,hybrid,3,7,1,0.349,1550,2031
H1-edge,hybrid,3,8,1,0.324,1550,2032
H1-edge,hybrid,3,9,1,0.37,1550,2033
H1-edge,hybrid,3,10,0,0.335,1550,2032
H1-edge,hybrid,3,11,0,0.345,1550,2031
H1-edge,hybrid,3,12,0,0.329,1550,2032
H1-edge,hybrid,3,13,0,0.439,1550,2033
H1-edge,hybrid,3,14,0,0.372,1550,2032
H1-edge,hybrid,3,15,0,0.363,1550,2032
H1-edge,hybrid,3,16,0,0.328,1550,2032
H1-edge,hybrid,3,17,0,0.34,1550,2033
H1-edge,hybrid,3,18,0,0.375,1550,2033
H1-edge,hybrid,3,19,0,0.377,1550,2032
H1-edge,hybrid,3,20,0,0.334,1550,2031
H1-edge,hybrid,3,21,0,0.382,1550,2032
H1-edge,hybrid,3,22,0,0.333,1550,2032
H1-edge,hybrid,3,23,0,0.368,1550,2033
H1-edge,hybrid,3,24,0,0.347,1550,2032
H1-edge,hybrid,3,25,0,0.378,1550,2032
H1-edge,hybrid,3,26,0,0.344,1550,2033
H1-edge,hybrid,3,27,0,0.339,1550,2032
H1-edge,hybrid,3,28,0,0.358,1550,2031
H1-edge,hybrid,3,29,0,0.328,1550,2032
H1-edge,hybrid,3,30,0,0.352,1550,2032
H1-edge,hybrid,3,31,0,0.324,1550,2031
H1-edge,hybrid,3,32,0,0.406,1550,2032
H1-edge,hybrid,3,33,0,0.416,1550,2032
H1-edge,hybrid,3,34,0,0.377,1550,2032
H1-edge,hybrid,3,35,0,0.37,1550,2033
H1-edge,hybrid,3,36,0,0.374,1550,2031
H1-edge,hybrid,3,37,0,0.372,1550,2032
H1-edge,hybrid,3,38,0,0.354,1550,2031
H1-edge,hybrid,3,39,0,0.373,1550,2033
H1-edge,hybrid,3,40,0,0.377,1550,2032
H1-edge,hybrid,3,41,0,0.38,1550,2031
H1-edge,hybrid,3,42,0,0.332,1550,2033
H1-edge,hybrid,3,43,0,0.354,1550,2032
H1-edge,hybrid,3,44,0,0.333,1550,2032
H1-edge,hybrid,3,45,0,0.346,1550,2032
H1-edge,hybrid,3,46,0,0.329,1550,2031
H1-edge,hybrid,3,47,0,0.342,1550,2033
H1-edge,hybrid,3,48,0,0.361,1550,2031
H1-edge,hybrid,3,49,0,0.351,1550,2032
H1-edge,hybrid,3,50,0,0.346,1550,2033
H1-edge,hybrid,3,51,0,0.389,1550,2033
H1-edge,hybrid,3,52,0,0.371,1550,2032
H1-edge,hybrid,3,53,0,0.356,1550,2032
H1-edge,hybrid,3,54,0,0.36,1550,2032
H1-edge,hybrid,3,55,0,0.35,1550,2032
H1-edge,hybrid,3,56,0,0.363,1550,2032
H1-edge,hybrid,3,57,0,0.366,1550,2032
H1-edge,hybrid,3,58,0,0.356,1550,2032
H1-edge,hybrid,3,59,0,0.346,1550,2033
H1-edge,hybrid,3,60,0,0.351,1550,2031
H1-edge,hybrid,3,61,0,0.338,1550,2032
H1-edge,hybrid,3,62,0,0.366,1550,2032
H1-edge,hybrid,3,63,0,0.412,1550,2033
H1-edge,hybrid,3,64,0,0.376,1550,2032
H1-edge,hybrid,3,65,0,0.39,1550,2033
H1-edge,hybrid,3,66,0,0.337,1550,2031
H1-edge,hybrid,3,67,0,0.342,1550,2032
H1-edge,hybrid,3,68,0,0.334,1550,2033
H1-edge,hybrid,3,69,0,0.342,1550,2032
H1-edge,hybrid,3,70,0,0.337,1550,2032
H1-edge,hybrid,3,71,0,0.387,1550,2033
H1-edge,hybrid,3,72,0,0.356,1550,2033
H1-edge,hybrid,3,73,0,0.353,1550,2032
H1-edge,hybrid,3,74,0,0.348,1550,2032
H1-edge,hybrid,3,75,0,0.334,1550,2033
H1-edge,hybrid,3,76,0,0.367,1550,2033
H1-edge,hybrid,3,77,0,0.341,1550,2031
H1-edge,hybrid,3,78,0,0.348,1550,2032
H1-edge,hybrid,3,79,0,0.389,1550,2031
H1-edge,hybrid,3,80,0,0.376,1550,2032
H1-edge,hybrid,3,81,0,0.333,1550,2033
H1-edge,hybrid,3,82,0,0.35,1550,2031
H1-edge,hybrid,3,83,0,0.328,1550,2033
H1-edge,hybrid,3,84,0,0.326,1550,2032
H1-edge,hybrid,3,85,0,0.35,1550,2031
H1-edge,hybrid,3,86,0,0.36,1550,2032
H1-edge,hybrid,3,87,0,0.337,1550,2031
H1-edge,hybrid,3,88,0,0.377,1550,2032
H1-edge,hybrid,3,89,0,0.369,1550,2032
H1-edge,hybrid,3,90,0,0.397,1550,2032
H1-edge,hybrid,3,91,0,0.35,1550,2033
H1-edge,hybrid,3,92,0,0.368,1550,2032
H1-edge,hybrid,3,93,0,0.387,1550,2031
H1-edge,hybrid,3,94,0,0.351,1550,2032
H1-edge,hybrid,3,95,0,0.34,1550,2032
H1-edge,hybrid,3,96,0,0.387,1550,2032
H1-edge,hybrid,3,97,0,0.335,1550,2031
H1-edge,hybrid,3,98,0,0.37,1550,2032
H1-edge,hybrid,3,99,0,0.327,1550,2031
H1-edge,hybrid,3,100,0,0.369,1550,2032
H1-edge,hybrid,3,101,0,0.336,1550,2032
H1-edge,hybrid,3,102,0,0.327,1550,2033
H1-edge,hybrid,3,103,0,0.343,1550,2033
H1-edge,hybrid,3,104,0,0.348,1550,2032
H1-edge,hybrid,3,105,0,0.363,1550,2032
H1-edge,hybrid,3,106,0,0.342,1550,2033
H1-edge,hybrid,3,107,0,0.368,1550,2032
H1-edge,hybrid,3,108,0,0.346,1550,2033
H1-edge,hybrid,3,109,0,0.364,1550,2032
H2a-py,hybrid,3,0,1,0.511,1555,2027
H2a-py,hybrid,3,1,1,0.338,1555,2028
H2a-py,hybrid,3,2,1,0.415,1555,2028
H2a-py,hybrid,3,3,1,1.252,1555,2028
H2a-py,hybrid,3,4,1,0.359,1555,2027
H2a-py,hybrid,3,5,1,0.366,1555,2028
H2a-py,hybrid,3,6,1,0.345,1555,2028
H2a-py,hybrid,3,7,1,0.399,1555,2029
H2a-py,hybrid,3,8,1,0.343,1555,2029
H2a-py,hybrid,3,9,1,0.364,1555,2029
H2a-py,hybrid,3,10,0,0.345,1555,2027
H2a-py,hybrid,3,11,0,0.347,1555,2028
H2a-py,hybrid,3,12,0,0.432,1555,2029
H2a-py,hybrid,3,13,0,0.362,1555,2027
H2a-py,hybrid,3,14,0,0.389,1555,2028
H2a-py,hybrid,3,15,0,0.34,1555,2027
H2a-py,hybrid,3,16,0,0.375,1555,2028
H2a-py,hybrid,3,17,0,0.354,1555,2028
H2a-py,hybrid,3,18,0,0.362,1555,2029
H2a-py,hybrid,3,19,0,0.341,1555,2029
H2a-py,hybrid,3,20,0,0.34,1555,2027
H2a-py,hybrid,3,21,0,0.345,1555,2027
H2a-py,hybrid,3,22,0,0.358,1555,2028
H2a-py,hybrid,3,23,0,0.359,1555,2027
H2a-py,hybrid,3,24,0,0.354,1555,2027
H2a-py,hybrid,3,25,0,0.349,1555,2027
H2a-py,hybrid,3,26,0,0.358,1555,2028
H2a-py,hybrid,3,27,0,0.348,1555,2028
H2a-py,hybrid,3,28,0,0.351,1555,2028
H2a-py,hybrid,3,29,0,0.332,1555,2028
H2a-py,hybrid,3,30,0,0.364,1555,2028
H2a-py,hybrid,3,31,0,0.343,1555,2029
H2a-py,hybrid,3,32,0,0.376,1555,2028
H2a-py,hybrid,3,33,0,0.344,1555,2028
H2a-py,hybrid,3,34,0,0.375,1555,2028
H2a-py,hybrid,3,35,0,0.347,1555,2028
H2a-py,hybrid,3,36,0,0.359,1555,2028
H2a-py,hybrid,3,37,0,0.352,1555,2028
H2a-py,hybrid,3,38,0,0.373,1555,2027
H2a-py,hybrid,3,39,0,0.41,1555,2027
H2a-py,hybrid,3,40,0,0.363,1555,2029
H2a-py,hybrid,3,41,0,0.358,1555,2027
H2a-py,hybrid,3,42,0,0.35,1555,2028
H2a-py,hybrid,3,43,0,0.34,1555,2027
H2a-py,hybrid,3,44,0,0.374,1555,2029
H2a-py,hybrid,3,45,0,0.394,1555,2028
H2a-py,hybrid,3,46,0,0.347,1555,2028
H2a-py,hybrid,3,47,0,0.367,1555,2028
H2a-py,hybrid,3,48,0,0.369,1555,2029
H2a-py,hybrid,3,49,0,0.339,1555,2027
H2a-py,hybrid,3,50,0,0.355,1555,2027
H2a-py,hybrid,3,51,0,0.356,1555,2028
H2a-py,hybrid,3,52,0,0.339,1555,2029
H2a-py,hybrid,3,53,0,0.342,1555,2029
H2a-py,hybrid,3,54,0,0.34,1555,2028
H2a-py,hybrid,3,55,0,0.35,1555,2028
H2a-py,hybrid,3,56,0,0.337,1555,2029
H2a-py,hybrid,3,57,0,0.365,1555,2028
H2a-py,hybrid,3,58,0,0.344,1555,2027
H2a-py,hybrid,3,59,0,0.376,1555,2028
H2a-py,hybrid,3,60,0,0.337,1555,2028
H2a-py,hybrid,3,61,0,0.377,1555,2028
H2a-py,hybrid,3,62,0,0.328,1555,2028
H2a-py,hybrid,3,63,0,0.349,1555,2029
H2a-py,hybrid,3,64,0,0.364,1555,2027
H2a-py,hybrid,3,65,0,0.392,1555,2027
H2a-py,hybrid,3,66,0,0.336,1555,2028
H2a-py,hybrid,3,67,0,0.357,1555,2028
H2a-py,hybrid,3,68,0,0.374,1555,2028
H2a-py,hybrid,3,69,0,0.355,1555,2027
H2a-py,hybrid,3,70,0,0.336,1555,2027
H2a-py,hybrid,3,71,0,0.335,1555,2028
H2a-py,hybrid,3,72,0,0.34,1555,2028
H2a-py,hybrid,3,73,0,0.341,1555,2027
H2a-py,hybrid,3,74,0,0.357,1555,2027
H2a-py,hybrid,3,75,0,0.362,1555,2028
H2a-py,hybrid,3,76,0,0.361,1555,2028
H2a-py,hybrid,3,77,0,0.33,1555,2028
H2a-py,hybrid,3,78,0,0.36,1555,2028
H2a-py,hybrid,3,79,0,0.33,1555,2027
H2a-py,hybrid,3,80,0,0.348,1555,2029
H2a-py,hybrid,3,81,0,0.363,1555,2027
H2a-py,hybrid,3,82,0,0.357,1555,2028
H2a-py,hybrid,3,83,0,0.358,1555,2027
H2a-py,hybrid,3,84,0,0.382,1555,2029
H2a-py,hybrid,3,85,0,0.386,1555,2029
H2a-py,hybrid,3,86,0,0.394,1555,2029
H2a-py,hybrid,3,87,0,0.375,1555,2027
H2a-py,hybrid,3,88,0,0.443,1555,2029
H2a-py,hybrid,3,89,0,0.357,1555,2028
H2a-py,hybrid,3,90,0,0.368,1555,2029
H2a-py,hybrid,3,91,0,0.348,1555,2028
H2a-py,hybrid,3,92,0,0.368,1555,2028
H2a-py,hybrid,3,93,0,0.36,1555,2027
H2a-py,hybrid,3,94,0,0.359,1555,2028
H2a-py,hybrid,3,95,0,0.35,1555,2028
H2a-py,hybrid,3,96,0,0.362,1555,2028
H2a-py,hybrid,3,97,0,0.386,1555,2029
H2a-py,hybrid,3,98,0,0.339,1555,2029
H2a-py,hybrid,3,99,0,0.362,1555,2029
H2a-py,hybrid,3,100,0,0.349,1555,2029
H2a-py,hybrid,3,101,0,0.345,1555,2028
H2a-py,hybrid,3,102,0,0.342,1555,2029
H2a-py,hybrid,3,103,0,0.355,1555,2027
H2a-py,hybrid,3,104,0,0.344,1555,2028
H2a-py,hybrid,3,105,0,0.354,1555,2027
H2a-py,hybrid,3,106,0,0.344,1555,2028
H2a-py,hybrid,3,107,0,0.373,1555,2028
H2a-py,hybrid,3,108,0,0.385,1555,2029
H2a-py,hybrid,3,109,0,0.397,1555,2028
H2b-node,hybrid,3,0,1,0.597,1553,2028
H2b-node,hybrid,3,1,1,0.348,1553,2028
H2b-node,hybrid,3,2,1,0.343,1553,2028
H2b-node,hybrid,3,3,1,0.402,1553,2028
H2b-node,hybrid,3,4,1,0.344,1553,2027
H2b-node,hybrid,3,5,1,0.328,1553,2029
H2b-node,hybrid,3,6,1,0.339,1553,2029
H2b-node,hybrid,3,7,1,0.357,1553,2028
H2b-node,hybrid,3,8,1,0.333,1553,2028
H2b-node,hybrid,3,9,1,0.347,1553,2029
H2b-node,hybrid,3,10,0,0.332,1553,2028
H2b-node,hybrid,3,11,0,0.414,1553,2029
H2b-node,hybrid,3,12,0,0.345,1553,2029
H2b-node,hybrid,3,13,0,0.368,1553,2028
H2b-node,hybrid,3,14,0,0.331,1553,2028
H2b-node,hybrid,3,15,0,0.38,1553,2028
H2b-node,hybrid,3,16,0,0.328,1553,2029
H2b-node,hybrid,3,17,0,0.352,1553,2029
H2b-node,hybrid,3,18,0,0.328,1553,2029
H2b-node,hybrid,3,19,0,0.352,1553,2027
H2b-node,hybrid,3,20,0,0.329,1553,2028
H2b-node,hybrid,3,21,0,0.396,1553,2028
H2b-node,hybrid,3,22,0,0.375,1553,2028
H2b-node,hybrid,3,23,0,0.362,1553,2028
H2b-node,hybrid,3,24,0,0.374,1553,2028
H2b-node,hybrid,3,25,0,0.369,1553,2027
H2b-node,hybrid,3,26,0,0.415,1553,2029
H2b-node,hybrid,3,27,0,0.706,1553,2027
H2b-node,hybrid,3,28,0,0.442,1553,2027
H2b-node,hybrid,3,29,0,0.361,1553,2028
H2b-node,hybrid,3,30,0,0.369,1553,2027
H2b-node,hybrid,3,31,0,0.345,1553,2028
H2b-node,hybrid,3,32,0,0.344,1553,2028
H2b-node,hybrid,3,33,0,0.369,1553,2027
H2b-node,hybrid,3,34,0,0.325,1553,2029
H2b-node,hybrid,3,35,0,0.344,1553,2029
H2b-node,hybrid,3,36,0,0.357,1553,2029
H2b-node,hybrid,3,37,0,0.337,1553,2028
H2b-node,hybrid,3,38,0,0.327,1553,2028
H2b-node,hybrid,3,39,0,0.367,1553,2027
H2b-node,hybrid,3,40,0,0.348,1553,2027
H2b-node,hybrid,3,41,0,0.323,1553,2028
H2b-node,hybrid,3,42,0,0.326,1553,2029
H2b-node,hybrid,3,43,0,0.377,1553,2027
H2b-node,hybrid,3,44,0,0.343,1553,2027
H2b-node,hybrid,3,45,0,0.346,1553,2029
H2b-node,hybrid,3,46,0,0.38,1553,2028
H2b-node,hybrid,3,47,0,0.335,1553,2028
H2b-node,hybrid,3,48,0,0.327,1553,2029
H2b-node,hybrid,3,49,0,0.35,1553,2029
H2b-node,hybrid,3,50,0,0.329,1553,2028
H2b-node,hybrid,3,51,0,0.353,1553,2028
H2b-node,hybrid,3,52,0,0.342,1553,2028
H2b-node,hybrid,3,53,0,0.328,1553,2029
H2b-node,hybrid,3,54,0,0.338,1553,2029
H2b-node,hybrid,3,55,0,0.348,1553,2029
H2b-node,hybrid,3,56,0,0.351,1553,2028
H2b-node,hybrid,3,57,0,0.333,1553,2029
H2b-node,hybrid,3,58,0,0.382,1553,2028
H2b-node,hybrid,3,59,0,0.342,1553,2028
H2b-node,hybrid,3,60,0,0.374,1553,2028
H2b-node,hybrid,3,61,0,0.342,1553,2027
H2b-node,hybrid,3,62,0,0.352,1553,2028
H2b-node,hybrid,3,63,0,0.334,1553,2027
H2b-node,hybrid,3,64,0,0.363,1553,2029
H2b-node,hybrid,3,65,0,0.331,1553,2028
H2b-node,hybrid,3,66,0,0.376,1553,2028
H2b-node,hybrid,3,67,0,0.337,1553,2029
H2b-node,hybrid,3,68,0,0.36,1553,2028
H2b-node,hybrid,3,69,0,0.355,1553,2028
H2b-node,hybrid,3,70,0,0.378,1553,2028
H2b-node,hybrid,3,71,0,0.35,1553,2028
H2b-node,hybrid,3,72,0,0.367,1553,2029
H2b-node,hybrid,3,73,0,0.35,1553,2027
H2b-node,hybrid,3,74,0,0.373,1553,2028
H2b-node,hybrid,3,75,0,0.345,1553,2028
H2b-node,hybrid,3,76,0,0.369,1553,2028
H2b-node,hybrid,3,77,0,0.343,1553,2029
H2b-node,hybrid,3,78,0,0.378,1553,2027
H2b-node,hybrid,3,79,0,0.328,1553,2027
H2b-node,hybrid,3,80,0,0.353,1553,2027
H2b-node,hybrid,3,81,0,0.343,1553,2027
H2b-node,hybrid,3,82,0,0.33,1553,2027
H2b-node,hybrid,3,83,0,0.363,1553,2029
H2b-node,hybrid,3,84,0,0.337,1553,2028
H2b-node,hybrid,3,85,0,0.327,1553,2029
H2b-node,hybrid,3,86,0,0.341,1553,2029
H2b-node,hybrid,3,87,0,0.329,1553,2028
H2b-node,hybrid,3,88,0,0.327,1553,2028
H2b-node,hybrid,3,89,0,0.354,1553,2028
H2b-node,hybrid,3,90,0,0.329,1553,2028
H2b-node,hybrid,3,91,0,0.352,1553,2028
H2b-node,hybrid,3,92,0,0.336,1553,2028
H2b-node,hybrid,3,93,0,0.354,1553,2027
H2b-node,hybrid,3,94,0,0.344,1553,2029
H2b-node,hybrid,3,95,0,0.643,1553,2027
H2b-node,hybrid,3,96,0,0.356,1553,2028
H2b-node,hybrid,3,97,0,0.353,1553,2029
H2b-node,hybrid,3,98,0,0.344,1553,2028
H2b-node,hybrid,3,99,0,0.372,1553,2029
H2b-node,hybrid,3,100,0,0.34,1553,2029
H2b-node,hybrid,3,101,0,0.357,1553,2028
H2b-node,hybrid,3,102,0,0.331,1553,2028
H2b-node,hybrid,3,103,0,0.351,1553,2027
H2b-node,hybrid,3,104,0,0.344,1553,2028
H2b-node,hybrid,3,105,0,0.374,1553,2029
H2b-node,hybrid,3,106,0,0.34,1553,2027
H2b-node,hybrid,3,107,0,0.335,1553,2027
H2b-node,hybrid,3,108,0,0.333,1553,2028
H2b-node,hybrid,3,109,0,0.329,1553,2028
H3-pg,hybrid,3,0,1,0.501,1546,2027
H3-pg,hybrid,3,1,1,0.501,1546,2028
H3-pg,hybrid,3,2,1,0.46,1546,2027
H3-pg,hybrid,3,3,1,0.466,1546,2028
H3-pg,hybrid,3,4,1,0.507,1546,2028
H3-pg,hybrid,3,5,1,0.506,1546,2028
H3-pg,hybrid,3,6,1,0.472,1546,2027
H3-pg,hybrid,3,7,1,0.478,1546,2027
H3-pg,hybrid,3,8,1,0.497,1546,2028
H3-pg,hybrid,3,9,1,0.454,1546,2027
H3-pg,hybrid,3,10,0,0.435,1546,2028
H3-pg,hybrid,3,11,0,0.441,1546,2028
H3-pg,hybrid,3,12,0,0.475,1546,2028
H3-pg,hybrid,3,13,0,0.5,1546,2027
H3-pg,hybrid,3,14,0,0.432,1546,2028
H3-pg,hybrid,3,15,0,0.454,1546,2027
H3-pg,hybrid,3,16,0,0.5,1546,2028
H3-pg,hybrid,3,17,0,0.454,1546,2028
H3-pg,hybrid,3,18,0,0.449,1546,2029
H3-pg,hybrid,3,19,0,0.444,1546,2027
H3-pg,hybrid,3,20,0,0.446,1546,2027
H3-pg,hybrid,3,21,0,0.471,1546,2027
H3-pg,hybrid,3,22,0,0.484,1546,2029
H3-pg,hybrid,3,23,0,0.481,1546,2028
H3-pg,hybrid,3,24,0,0.456,1546,2028
H3-pg,hybrid,3,25,0,0.452,1546,2027
H3-pg,hybrid,3,26,0,0.439,1546,2029
H3-pg,hybrid,3,27,0,0.466,1546,2028
H3-pg,hybrid,3,28,0,0.489,1546,2028
H3-pg,hybrid,3,29,0,0.457,1546,2029
H3-pg,hybrid,3,30,0,0.497,1546,2027
H3-pg,hybrid,3,31,0,0.485,1546,2028
H3-pg,hybrid,3,32,0,0.464,1546,2028
H3-pg,hybrid,3,33,0,0.451,1546,2027
H3-pg,hybrid,3,34,0,0.461,1546,2028
H3-pg,hybrid,3,35,0,0.475,1546,2028
H3-pg,hybrid,3,36,0,0.455,1546,2027
H3-pg,hybrid,3,37,0,0.44,1546,2027
H3-pg,hybrid,3,38,0,0.444,1546,2028
H3-pg,hybrid,3,39,0,0.476,1546,2027
H3-pg,hybrid,3,40,0,0.462,1546,2027
H3-pg,hybrid,3,41,0,0.487,1546,2028
H3-pg,hybrid,3,42,0,0.443,1546,2028
H3-pg,hybrid,3,43,0,0.456,1546,2028
H3-pg,hybrid,3,44,0,0.444,1546,2029
H3-pg,hybrid,3,45,0,0.463,1546,2028
H3-pg,hybrid,3,46,0,0.458,1546,2028
H3-pg,hybrid,3,47,0,0.448,1546,2028
H3-pg,hybrid,3,48,0,0.445,1546,2029
H3-pg,hybrid,3,49,0,0.434,1546,2029
H3-pg,hybrid,3,50,0,0.442,1546,2027
H3-pg,hybrid,3,51,0,0.473,1546,2028
H3-pg,hybrid,3,52,0,0.461,1546,2027
H3-pg,hybrid,3,53,0,0.46,1546,2029
H3-pg,hybrid,3,54,0,0.441,1546,2029
H3-pg,hybrid,3,55,0,0.467,1546,2029
H3-pg,hybrid,3,56,0,0.458,1546,2028
H3-pg,hybrid,3,57,0,0.435,1546,2028
H3-pg,hybrid,3,58,0,0.428,1546,2029
H3-pg,hybrid,3,59,0,0.47,1546,2028
H3-pg,hybrid,3,60,0,0.477,1546,2029
H3-pg,hybrid,3,61,0,0.47,1546,2027
H3-pg,hybrid,3,62,0,0.456,1546,2027
H3-pg,hybrid,3,63,0,0.434,1546,2027
H3-pg,hybrid,3,64,0,0.449,1546,2028
H3-pg,hybrid,3,65,0,0.437,1546,2028
H3-pg,hybrid,3,66,0,0.45,1546,2028
H3-pg,hybrid,3,67,0,0.479,1546,2028
H3-pg,hybrid,3,68,0,0.436,1546,2027
H3-pg,hybrid,3,69,0,0.426,1546,2028
H3-pg,hybrid,3,70,0,0.464,1546,2028
H3-pg,hybrid,3,71,0,0.47,1546,2028
H3-pg,hybrid,3,72,0,0.459,1546,2029
H3-pg,hybrid,3,73,0,0.442,1546,2028
H3-pg,hybrid,3,74,0,0.452,1546,2028
H3-pg,hybrid,3,75,0,0.471,1546,2027
H3-pg,hybrid,3,76,0,0.487,1546,2027
H3-pg,hybrid,3,77,0,0.458,1546,2027
H3-pg,hybrid,3,78,0,0.433,1546,2027
H3-pg,hybrid,3,79,0,0.434,1546,2029
H3-pg,hybrid,3,80,0,0.445,1546,2029
H3-pg,hybrid,3,81,0,0.478,1546,2027
H3-pg,hybrid,3,82,0,0.467,1546,2028
H3-pg,hybrid,3,83,0,0.468,1546,2029
H3-pg,hybrid,3,84,0,0.442,1546,2029
H3-pg,hybrid,3,85,0,0.438,1546,2029
H3-pg,hybrid,3,86,0,0.478,1546,2028
H3-pg,hybrid,3,87,0,0.467,1546,2027
H3-pg,hybrid,3,88,0,0.45,1546,2028
H3-pg,hybrid,3,89,0,0.478,1546,2027
H3-pg,hybrid,3,90,0,0.438,1546,2028
H3-pg,hybrid,3,91,0,0.517,1546,2028
H3-pg,hybrid,3,92,0,0.465,1546,2027
H3-pg,hybrid,3,93,0,0.494,1546,2028
H3-pg,hybrid,3,94,0,0.428,1546,2028
H3-pg,hybrid,3,95,0,0.47,1546,2027
H3-pg,hybrid,3,96,0,0.448,1546,2028
H3-pg,hybrid,3,97,0,0.438,1546,2028
H3-pg,hybrid,3,98,0,0.479,1546,2027
H3-pg,hybrid,3,99,0,0.466,1546,2027
H3-pg,hybrid,3,100,0,0.438,1546,2028
H3-pg,hybrid,3,101,0,0.452,1546,2028
H3-pg,hybrid,3,102,0,0.437,1546,2027
H3-pg,hybrid,3,103,0,0.474,1546,2028
H3-pg,hybrid,3,104,0,0.454,1546,2029
H3-pg,hybrid,3,105,0,0.444,1546,2027
H3-pg,hybrid,3,106,0,0.457,1546,2027
H3-pg,hybrid,3,107,0,0.448,1546,2027
H3-pg,hybrid,3,108,0,0.462,1546,2028
H3-pg,hybrid,3,109,0,0.487,1546,2027
H4-redis,hybrid,3,0,1,0.403,1543,2027
H4-redis,hybrid,3,1,1,0.377,1543,2027
H4-redis,hybrid,3,2,1,0.348,1543,2028
H4-redis,hybrid,3,3,1,0.373,1543,2028
H4-redis,hybrid,3,4,1,0.353,1543,2028
H4-redis,hybrid,3,5,1,0.348,1543,2029
H4-redis,hybrid,3,6,1,0.348,1543,2029
H4-redis,hybrid,3,7,1,0.379,1543,2027
H4-redis,hybrid,3,8,1,0.364,1543,2029
H4-redis,hybrid,3,9,1,0.379,1543,2029
